Date,Open,High,Low,Close,Volume
2005-08-04,767.57,769.34,761.36,765.26,8661784
2005-08-05,765.39,787.93,765.39,787.82,12490262
2005-08-08,792.4,805.6,790.18,800.12,15361394
2005-08-09,800.84,814.26,794.18,814.19,14016400
2005-08-10,814.76,823.99,804.52,823.84,15201123
2005-08-11,823.72,833.68,820.29,832.84,16463304
2005-08-12,833.46,839.52,811.38,816.39,17643086
2005-08-15,814.84,839.68,814.56,839.67,12625261
2005-08-16,841.32,846.66,830.73,839.26,15515941
2005-08-17,837.9,854.61,823.44,854.53,16792374
2005-08-18,855.88,865.69,819.88,820.66,21332119
2005-08-19,816.96,828.12,803.28,820.87,13860548
2005-08-22,819.48,833.27,817.17,831.5,9724413
2005-08-23,830.74,830.74,809.46,816.91,9183851
2005-08-24,816.74,826.73,816.61,826.72,8841057
2005-08-25,827.01,836.58,821.58,836.42,10375848
2005-08-26,837.41,842.3,830.58,840.43,11880800
2005-08-29,839.31,840.04,826.36,832.25,10782556
2005-08-30,831.49,834.21,827.09,827.55,9242035
2005-08-31,827.23,845.15,822.17,845.14,11349943
2005-09-01,845.93,865.41,842.81,865.41,17034066
2005-09-02,866.55,874.16,861.48,872.49,15365547
2005-09-05,873.86,884.4,871.88,884.29,12504192
2005-09-06,885.36,892.22,860.36,862.49,17050903
2005-09-07,860.38,888.18,857.76,888.13,13957595
2005-09-08,890.19,894.74,878.28,889.69,14699157
2005-09-09,889.55,893.83,875.61,879.5,10399467
2005-09-12,878.73,883.56,874.77,883.56,7656523
2005-09-13,884.25,904.31,883.46,904.31,12496272
2005-09-14,906.21,915.13,902.56,914.98,16597333
2005-09-15,914.91,920.95,910.77,918.51,13582384
2005-09-16,918.26,918.8,910.84,917.64,10961532
2005-09-19,918.13,930.59,915.93,930.49,12056208
2005-09-20,931.88,931.89,915.14,924.16,15747605
2005-09-21,921.92,922.18,908.98,909.79,15603139
2005-09-22,906.05,907.29,866.95,880.01,14408321
2005-09-23,876.31,883.54,868.16,868.55,9799784
2005-09-26,867.22,875.03,862.19,874.84,6965689
2005-09-27,875.1,877.66,856.5,856.96,8805881
2005-09-28,855.8,863.81,849.89,852.36,7510781
2005-09-29,852.04,871.49,852.04,871.29,8835360
2005-09-30,871.23,873.11,866.83,869.51,7529963
2005-10-10,870.05,870.05,857.97,858.75,6119495
2005-10-11,857.64,878.69,854.27,878.62,7635267
2005-10-12,879.05,891.86,874.98,887.71,9459205
2005-10-13,888.3,890.86,881.23,883.45,8287048
2005-10-14,882.87,883.84,873.46,876.05,7954049
2005-10-17,874.85,878.89,868.46,878.76,7687888
2005-10-18,878.78,893.98,878.45,893.7,9716210
2005-10-19,893.47,900.68,884.99,886.31,9843633
2005-10-20,885.34,886.84,872.48,886.55,9521935
2005-10-21,886.43,898.25,885.28,895.03,10024927
2005-10-24,895.43,899.44,891.96,897.76,8789354
2005-10-25,896.69,896.69,877.54,877.58,8676966
2005-10-26,875.54,876.41,853.6,854.03,9382014
2005-10-27,851.08,856.97,841.86,847.59,8103937
2005-10-28,846.7,850.91,814.12,825.06,8668966
2005-10-31,823.23,831.18,819.36,828.66,6492574
2005-11-01,827.89,827.89,808.4,823.33,6944239
2005-11-02,823.21,843.15,823.21,840.32,9095992
2005-11-03,839.86,842.52,826.12,828.91,7559623
2005-11-04,828.04,835.22,820.9,835.12,6449610
2005-11-07,835.06,842.06,829.74,842.0,6132963
2005-11-08,841.93,849.11,835.81,848.97,7297838
2005-11-09,848.74,852.03,844.76,845.11,7612746
2005-11-10,843.62,843.62,820.64,821.27,8439580
2005-11-11,818.72,828.39,814.72,823.96,6380093
2005-11-14,821.78,827.58,819.19,827.57,4468436
2005-11-15,827.52,832.99,816.79,820.49,5871615
2005-11-16,820.07,826.69,808.21,826.69,5542224
2005-11-17,827.22,830.37,823.0,825.8,5533816
2005-11-18,824.8,845.7,824.36,843.74,9690756
2005-11-21,844.63,849.3,842.44,846.96,6608677
2005-11-22,847.18,847.45,831.37,831.77,6275090
2005-11-23,831.7,838.56,828.07,838.12,4940421
2005-11-24,837.68,843.96,836.86,841.7,5531201
2005-11-25,841.71,841.78,836.44,841.13,4849548
2005-11-28,841.21,841.88,835.05,838.34,4591305
2005-11-29,839.25,839.25,826.44,827.01,4499554
2005-11-30,826.34,829.7,821.67,829.5,4805174
2005-12-01,829.34,832.12,824.28,828.19,3927208
2005-12-02,827.15,827.91,816.42,817.86,4399086
2005-12-05,819.79,819.79,796.34,796.93,4895370
2005-12-06,795.11,800.58,792.11,798.88,3727782
2005-12-07,800.18,806.89,798.29,806.78,3755355
2005-12-08,807.41,808.9,801.19,805.56,3896999
2005-12-09,805.52,819.53,803.81,819.2,5563455
2005-12-12,820.11,825.61,817.93,824.52,5468310
2005-12-13,824.63,824.96,815.35,824.86,4917438
2005-12-14,824.86,833.47,819.53,832.51,5933929
2005-12-15,833.47,837.48,826.61,827.54,6089472
2005-12-16,827.16,834.66,824.52,834.54,5199474
2005-12-19,834.96,836.47,831.98,834.71,4859568
2005-12-20,834.89,836.28,829.36,836.12,4454202
2005-12-21,836.63,838.14,829.19,830.77,5205742
2005-12-22,830.45,835.56,828.32,835.5,5080676
2005-12-23,835.77,845.63,835.54,845.59,6446099
2005-12-26,846.93,855.13,846.8,853.17,7860415
2005-12-27,854.75,855.97,849.48,854.53,6528869
2005-12-28,854.64,857.26,852.22,857.21,5615717
2005-12-29,858.41,866.78,858.41,866.75,8617095
2005-12-30,868.44,869.26,857.71,860.13,7552316
2006-01-04,860.04,871.96,859.31,871.73,8039010
2006-01-05,872.09,882.81,871.6,882.73,10885811
2006-01-06,884.92,896.06,879.18,891.94,13370231
2006-01-09,893.53,905.43,892.21,905.07,12361296
2006-01-10,907.64,911.29,898.73,911.19,11200080
2006-01-11,910.76,915.02,901.4,906.5,12953141
2006-01-12,906.94,927.42,905.43,927.42,14024614
2006-01-13,930.3,935.53,924.55,932.5,14459388
2006-01-16,933.22,935.53,919.92,920.33,12592136
2006-01-17,918.52,922.68,914.38,919.28,8918319
2006-01-18,920.06,939.22,919.63,939.14,11474786
2006-01-19,941.17,950.04,935.76,949.91,13989234
2006-01-20,950.63,954.65,943.12,952.77,14779172
2006-01-23,955.09,962.08,946.6,961.07,14125714
2006-01-24,961.65,969.43,956.98,960.35,14103819
2006-01-25,960.03,963.74,947.3,957.79,12817111
2006-02-06,961.03,980.99,960.32,980.91,12923121
2006-02-07,983.34,989.7,970.31,981.57,17016907
2006-02-08,979.15,983.04,970.41,982.94,13588630
2006-02-09,982.18,982.18,967.31,969.58,11835024
2006-02-10,971.25,980.8,970.83,980.8,11797244
2006-02-13,981.63,981.71,967.13,977.4,11393721
2006-02-14,977.28,986.06,976.16,986.06,10447628
2006-02-15,987.09,990.49,982.03,986.16,12322016
2006-02-16,986.33,986.33,958.18,958.59,14477526
2006-02-17,961.25,962.5,949.43,949.99,11246007
2006-02-20,949.03,952.42,942.71,943.77,9821570
2006-02-21,943.11,960.09,933.37,960.02,10166777
2006-02-22,960.1,967.61,957.66,959.95,10339439
2006-02-23,959.13,960.67,946.88,958.72,9184009
2006-02-24,959.34,967.29,958.38,967.16,10007130
2006-02-27,968.21,969.34,959.45,963.38,9025472
2006-02-28,962.52,964.95,947.87,964.73,8702274
2006-03-01,966.84,972.25,963.24,972.07,9658441
2006-03-02,972.15,972.15,950.38,953.37,11407653
2006-03-03,951.93,956.95,941.8,954.46,9435551
2006-03-06,955.25,957.2,949.46,952.35,7323049
2006-03-07,951.64,951.64,927.5,928.58,8621116
2006-03-08,924.61,927.79,913.71,924.83,7226656
2006-03-09,923.32,926.56,917.49,920.13,6110908
2006-03-10,922.44,925.1,917.91,921.68,6049099
2006-03-13,921.23,928.83,920.05,928.52,5621891
2006-03-14,929.01,931.86,923.47,931.72,6342600
2006-03-15,931.27,942.71,930.0,942.69,7998642
2006-03-16,942.72,945.56,939.21,945.52,8182272
2006-03-17,944.95,946.53,938.9,943.73,8944893
2006-03-20,944.1,956.14,939.85,956.14,9120389
2006-03-21,957.89,963.99,955.01,959.93,11865276
2006-03-22,959.52,972.14,957.38,972.14,11514166
2006-03-23,972.72,982.62,971.18,980.84,13897920
2006-03-24,982.46,983.84,972.85,974.27,12647982
2006-03-27,974.56,984.3,969.67,984.15,10706853
2006-03-28,987.53,994.98,986.35,994.52,13360061
2006-03-29,995.69,1007.99,993.71,997.7,15784085
2006-03-30,997.14,998.91,986.51,986.96,13329955
2006-03-31,988.96,1000.53,985.41,1000.25,13282342
2006-04-03,1001.32,1025.79,1001.32,1025.79,17490890
2006-04-04,1029.11,1038.11,1024.17,1038.11,18674872
2006-04-05,1039.78,1049.08,1037.6,1048.67,18667858
2006-04-06,1052.35,1064.58,1045.9,1053.69,21173354
2006-04-07,1056.29,1068.17,1051.79,1068.11,21288522
2006-04-10,1071.19,1090.72,1069.73,1090.72,21976514
2006-04-11,1097.27,1098.96,1081.69,1094.41,22595820
2006-04-12,1095.08,1101.49,1089.13,1095.5,20140515
2006-04-13,1097.29,1103.66,1062.47,1062.69,22614391
2006-04-14,1058.71,1088.27,1053.89,1088.18,16434914
2006-04-17,1086.24,1097.5,1080.62,1093.51,19137336
2006-04-18,1094.36,1100.88,1087.01,1097.73,17175728
2006-04-19,1098.58,1100.66,1082.18,1100.66,18561782
2006-04-20,1102.27,1102.27,1084.2,1091.85,19770248
2006-04-21,1091.66,1106.54,1081.19,1102.55,20485060
2006-04-24,1106.12,1107.59,1083.09,1094.38,22778341
2006-04-25,1091.84,1109.31,1076.91,1103.06,20744156
2006-04-26,1103.75,1125.87,1102.83,1116.81,22602809
2006-04-27,1119.67,1127.97,1110.69,1125.32,18574313
2006-04-28,1117.51,1146.38,1098.77,1141.69,20532797
2006-05-08,1148.08,1181.53,1148.08,1180.73,22440402
2006-05-09,1188.8,1218.09,1182.95,1218.09,29808582
2006-05-10,1227.29,1247.23,1214.73,1241.57,31202885
2006-05-11,1247.12,1278.7,1237.72,1237.77,36588883
2006-05-12,1239.76,1283.75,1237.63,1283.68,32967163
2006-05-15,1303.38,1344.96,1291.37,1344.92,40668941
2006-05-16,1347.19,1357.81,1291.44,1297.93,39381620
2006-05-17,1302.61,1327.24,1289.15,1318.97,32137141
2006-05-18,1311.43,1336.44,1294.91,1328.21,28510402
2006-05-19,1332.16,1369.43,1327.19,1365.65,30783975
2006-05-22,1370.5,1396.49,1364.45,1386.75,33218174
2006-05-23,1388.03,1388.03,1325.99,1326.16,31406252
2006-05-24,1333.31,1360.16,1279.95,1308.69,26600866
2006-05-25,1304.08,1329.63,1298.73,1324.92,19663824
2006-05-26,1330.23,1355.63,1329.14,1355.5,20931172
2006-05-29,1362.84,1387.56,1352.98,1387.52,23429286
2006-05-30,1391.62,1411.38,1380.2,1410.54,24941388
2006-05-31,1408.91,1426.08,1392.15,1402.33,27598876
2006-06-01,1402.34,1455.74,1401.84,1455.74,33069585
2006-06-02,1462.61,1475.09,1440.27,1457.76,38325542
2006-06-05,1461.02,1484.46,1443.31,1484.29,29413874
2006-06-06,1482.8,1485.57,1464.1,1470.45,25329401
2006-06-07,1470.26,1470.26,1370.39,1370.81,27931262
2006-06-08,1357.3,1379.37,1326.78,1376.08,24671632
2006-06-09,1371.4,1386.93,1345.6,1346.48,23220739
2006-06-12,1339.54,1361.91,1329.2,1352.58,14672115
2006-06-13,1350.74,1369.61,1342.47,1361.53,14557767
2006-06-14,1351.34,1351.34,1328.87,1347.88,13987922
2006-06-15,1346.0,1366.4,1344.78,1352.34,13827267
2006-06-16,1362.06,1382.6,1360.42,1382.41,15949331
2006-06-19,1367.06,1405.13,1359.75,1398.0,17174543
2006-06-20,1397.16,1415.88,1391.36,1414.91,17933394
2006-06-21,1414.94,1426.98,1399.69,1410.5,18241678
2006-06-22,1409.15,1416.03,1399.28,1411.28,16067073
2006-06-23,1408.42,1430.63,1401.5,1430.51,16886956
2006-06-26,1433.24,1458.8,1433.24,1457.14,20453222
2006-06-27,1460.9,1466.12,1447.68,1464.69,20306082
2006-06-28,1463.24,1468.86,1454.76,1461.79,17768400
2006-06-29,1465.86,1489.96,1465.86,1488.16,24385373
2006-06-30,1495.51,1501.27,1476.22,1486.0,24636734
2006-07-03,1489.46,1514.07,1483.95,1514.07,25348765
2006-07-04,1516.7,1525.19,1496.63,1508.84,27850126
2006-07-05,1508.36,1508.36,1475.02,1497.66,21574748
2006-07-06,1498.04,1539.39,1497.21,1539.18,25426140
2006-07-07,1544.97,1549.61,1534.19,1541.25,25026863
2006-07-10,1542.9,1551.09,1530.53,1550.04,19808479
2006-07-11,1551.64,1561.9,1543.71,1561.84,20802043
2006-07-12,1564.45,1577.4,1560.07,1562.06,25275444
2006-07-13,1558.43,1558.6,1459.67,1459.78,34944606
2006-07-14,1442.33,1484.89,1435.75,1470.47,21196877
2006-07-17,1467.26,1494.79,1460.73,1494.79,17734058
2006-07-18,1494.96,1506.59,1481.07,1506.59,17912038
2006-07-19,1503.68,1503.68,1460.05,1472.35,19013809
2006-07-20,1470.53,1486.94,1462.41,1484.41,16248454
2006-07-21,1483.04,1494.81,1482.92,1493.04,15893080
2006-07-24,1464.27,1497.52,1453.09,1496.61,16307505
2006-07-25,1498.23,1522.44,1498.23,1518.17,17835350
2006-07-26,1521.89,1529.29,1512.01,1523.86,17399888
2006-07-27,1523.15,1531.69,1492.67,1506.56,19791143
2006-07-28,1504.58,1510.8,1472.63,1492.11,18604575
2006-07-31,1487.78,1487.78,1424.52,1425.04,17977062
2006-08-01,1422.27,1435.65,1403.4,1408.9,14318330
2006-08-02,1409.63,1417.37,1378.6,1401.86,13078178
2006-08-03,1402.93,1412.12,1387.04,1401.16,11173162
2006-08-04,1401.62,1407.77,1353.18,1354.78,13257335
2006-08-07,1349.24,1349.24,1321.1,1323.73,12436967
2006-08-08,1323.0,1364.99,1323.0,1364.99,12371064
2006-08-09,1365.16,1375.46,1355.54,1367.4,11927142
2006-08-10,1367.32,1391.14,1367.3,1391.14,12458222
2006-08-11,1391.47,1401.33,1382.05,1398.01,12293776
2006-08-14,1397.92,1401.28,1352.81,1356.85,12974801
2006-08-15,1355.88,1383.36,1346.16,1383.36,10117217
2006-08-16,1383.83,1407.31,1378.92,1407.31,13800771
2006-08-17,1406.44,1406.44,1381.14,1395.72,12259591
2006-08-18,1392.16,1402.91,1383.71,1384.9,10095910
2006-08-21,1339.52,1392.97,1329.82,1392.97,11813110
2006-08-22,1392.23,1413.02,1389.68,1408.85,14067522
2006-08-23,1409.88,1414.98,1398.54,1403.58,13522173
2006-08-24,1402.83,1416.9,1391.73,1416.9,12826365
2006-08-25,1418.12,1429.24,1416.1,1421.1,15006759
2006-08-28,1425.48,1457.32,1425.48,1457.32,19226082
2006-08-29,1460.52,1482.41,1456.08,1456.44,24396299
2006-08-30,1452.74,1468.99,1445.91,1468.66,16136869
2006-08-31,1469.86,1479.9,1463.2,1479.9,17971384
2006-09-01,1477.48,1481.65,1447.03,1451.95,18102291
2006-09-04,1456.68,1484.44,1455.3,1484.44,16296001
2006-09-05,1488.02,1492.93,1480.78,1490.15,19483676
2006-09-06,1491.83,1497.01,1476.37,1497.01,17850907
2006-09-07,1497.54,1497.54,1465.04,1472.51,14341706
2006-09-08,1470.83,1480.39,1469.41,1473.92,11912110
2006-09-11,1474.47,1481.93,1453.59,1481.93,14193197
2006-09-12,1482.0,1490.42,1479.04,1487.74,15312015
2006-09-13,1488.14,1488.76,1464.85,1466.04,14936861
2006-09-14,1464.45,1469.11,1448.54,1467.8,15010711
2006-09-15,1468.06,1484.69,1466.84,1484.69,15522868
2006-09-18,1487.86,1507.94,1485.96,1507.94,17494033
2006-09-19,1510.14,1516.87,1502.65,1512.96,19406254
2006-09-20,1510.35,1521.65,1499.76,1517.29,17609937
2006-09-21,1516.26,1523.75,1511.16,1521.95,16687352
2006-09-22,1522.79,1523.55,1505.15,1509.39,18487551
2006-09-25,1508.2,1522.4,1499.48,1514.28,17092074
2006-09-26,1513.47,1514.65,1497.4,1508.2,15939399
2006-09-27,1506.8,1522.45,1505.04,1522.45,13780127
2006-09-28,1523.03,1540.51,1521.42,1535.27,16197201
2006-09-29,1537.7,1552.31,1537.7,1550.8,19163800
2006-10-09,1562.49,1579.52,1560.33,1579.52,21129866
2006-10-10,1581.11,1591.45,1571.8,1588.81,25278769
2006-10-11,1587.64,1591.45,1573.48,1591.45,21603318
2006-10-12,1591.39,1591.39,1567.01,1567.29,22633593
2006-10-13,1566.01,1579.07,1561.45,1575.86,17678774
2006-10-16,1577.25,1579.21,1563.84,1567.09,18015112
2006-10-17,1566.74,1575.48,1562.04,1568.51,16322135
2006-10-18,1568.13,1588.59,1565.57,1588.59,15533562
2006-10-19,1589.39,1597.38,1586.81,1597.38,18859082
2006-10-20,1598.13,1600.43,1586.56,1587.9,19020177
2006-10-23,1586.82,1588.75,1529.47,1537.32,21134776
2006-10-24,1535.85,1577.09,1535.85,1577.09,17996568
2006-10-25,1579.58,1583.12,1550.84,1565.9,19871334
2006-10-26,1568.82,1568.82,1551.28,1556.69,15862159
2006-10-27,1555.11,1557.63,1524.97,1530.26,16776153
2006-10-30,1527.01,1531.52,1504.13,1527.22,13871483
2006-10-31,1526.53,1541.64,1523.97,1541.64,14091961
2006-11-01,1541.61,1548.52,1531.1,1548.52,15680124
2006-11-02,1548.2,1548.2,1530.85,1545.83,15894523
2006-11-03,1545.68,1553.68,1544.18,1549.66,14239271
2006-11-06,1540.08,1547.01,1531.55,1540.61,14907359
2006-11-07,1540.8,1540.8,1507.52,1525.65,16321673
2006-11-08,1524.98,1527.2,1517.19,1521.45,12096574
2006-11-09,1518.72,1538.57,1515.99,1537.86,13194955
2006-11-10,1539.21,1539.82,1490.61,1498.87,15683384
2006-11-13,1496.42,1496.67,1437.83,1445.68,14993645
2006-11-14,1443.57,1461.72,1422.74,1461.72,12422880
2006-11-15,1461.26,1484.45,1453.85,1484.45,13274863
2006-11-16,1485.91,1487.06,1461.55,1462.68,15009693
2006-11-17,1459.71,1476.75,1452.69,1476.75,12995218
2006-11-20,1476.48,1476.89,1453.13,1466.65,14596352
2006-11-21,1465.83,1477.68,1450.34,1477.68,14237566
2006-11-22,1478.12,1509.19,1474.57,1500.81,18195598
2006-11-23,1500.12,1509.32,1495.92,1509.32,16538872
2006-11-24,1509.63,1533.85,1499.89,1532.02,19774506
2006-11-27,1532.54,1567.05,1530.66,1567.05,19812298
2006-11-28,1567.01,1582.52,1563.79,1577.18,19723051
2006-11-29,1561.78,1597.0,1543.12,1597.0,20951209
2006-11-30,1599.04,1626.84,1599.04,1623.82,27614668
2006-12-01,1626.75,1637.21,1619.32,1629.21,27637902
2006-12-04,1631.61,1663.2,1631.61,1663.2,29837775
2006-12-05,1666.44,1680.33,1651.89,1675.46,35176816
2006-12-06,1674.31,1678.23,1598.81,1649.14,37482819
2006-12-07,1644.81,1662.96,1632.9,1632.91,32934337
2006-12-08,1618.16,1622.35,1570.72,1571.18,25808656
2006-12-11,1565.95,1621.26,1565.95,1621.26,20101755
2006-12-12,1626.03,1631.76,1596.08,1626.59,21683956
2006-12-13,1627.57,1637.0,1612.39,1634.84,18968559
2006-12-14,1636.55,1662.27,1634.82,1662.27,21859160
2006-12-15,1667.72,1689.67,1666.66,1689.67,26099503
2006-12-18,1699.07,1718.29,1696.91,1717.23,30747037
2006-12-19,1720.57,1724.53,1681.44,1724.53,32015719
2006-12-20,1706.2,1756.0,1702.03,1756.0,33838259
2006-12-21,1755.49,1769.07,1733.53,1737.38,36040827
2006-12-22,1721.33,1741.61,1707.45,1728.4,27420472
2006-12-25,1742.5,1755.7,1730.23,1744.82,26413506
2006-12-26,1747.98,1751.21,1709.54,1726.78,23931457
2006-12-27,1727.82,1738.53,1723.37,1738.53,20997489
2006-12-28,1739.86,1741.05,1690.0,1704.72,24081394
2006-12-29,1706.54,1733.46,1706.54,1726.15,24615518
2007-01-04,1738.93,1748.09,1719.5,1723.69,32129867
2007-01-05,1719.28,1770.48,1712.74,1770.48,29545474
2007-01-08,1773.02,1851.96,1773.02,1851.96,39719320
